Name,Name (plain),rank,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,Cu redox,localities,Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",Year,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,structure,structure type,   a   ,   b   ,   c   ,   α   ,   β   ,   γ   ,   volume   ,   crystal system   ,   point group   ,   space group   ,multiplicity,   lattice   ,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID
Mcconnellite,Mcconnellite,3670,Cu^1+^Cr^3+^O_2_,,Cu Cr O,3,1,2,3065,72,0,0,1,0,1,Mcconnellite,4,1.5,6,0.75,1955,26676,1967,2,0.1,red,,5.5,0,,2.97885,2.97885,17.13075,90,90,90,152.0115,hexagonal,3mm,R3m,,R,600,206963,1,4,"Tsumeb Smelter Slag Locality, Tsumeb, Otjikoto Region (Oshikoto), Namibia","0,0",CGSN10_99,
Mcguinnessite,Mcguinnessite,1074,Cu^2+^MgCO_3_(OH)_2_,,Cu Mg C O H,5,2,29,3069,"71,72",0,0,1,0,1,Mcguinessite,32,3,96,0.6,2006,109167,1977,1,0.0002,green,2,2.5,1,Malachite,12.9181,9.3923,3.1622,90,111.233,90,357.626,monoclinic,2/m,P21/a,4,P,2046,2390,2,51,"Aghbar Mine (Arhbar Mine), Aghbar, Bou Azer District (Bou Azzer District), Tazenakht, Ouarzazate Province, Souss-Massa-Draâ Region, Morocco","30.525,-6.8186111111111",GSLSP350_7,
Mckinstryite,Mckinstryite,872,Ag_5_Cu_3_S_4_,,Ag Cu S,3,,41,3071,51,0,1,0,1,0,Mckinstryite,96,4.168,400.156,0.633,2010,169681,1966,1,0.3,gray,1,2.5,1,,14.01733333,13.05233333,10.41633333,90,90,90,1711.770667,orthorhombic,2/m2/m2/m,Pnma,8,P,2223,11217,16,125,"Foster Mine, Coleman Township, Cobalt Area, Cobalt-Gowganda Region, Timiskaming District, Ontario, Canada","47.373333333333,-79.664166666667",CJES_23_1507,
Medenbachite,Medenbachite,3150,Bi^3+^_2_Fe^3+^Cu^2+^(As^5+^O_4_)_2_O(OH)_3_,,Bi Fe Cu As O H,6,2,3,3074,72,0,0,1,0,1,Medenbachite,36,4.281,154.117,0.828,2002,94642,1993,1,0.2,brown,2,4.5,1,,4.581,6.178,8.969,94.29,99.93,94.85,248.102,triclinic,1,P1,,P,250,13883,1,7,"Wittichen, Schenkenzell, Black Forest, Baden-Württemberg, Germany","48.333333333333,8.3375",MD47_251,
Melanarsite,Melanarsite,4605,K_3_Cu^2+^_7_Fe^3+^O_4_(As^5+^O_4_)_4_,,K Cu Fe O As,5,2,1,6344,72,0,0,1,0,1,Melanarsite,,,,,,,2014,1,0.1,black,,4,0,,11.4763,16.62,10.1322,90,105.078,90,1866.043,monoclinic,2/m,C2/c,,C,3.60E-05,251235,1,8,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683333333333,160.23333333333",BV43_47,
Melanothallite,Melanothallite,2805,Cu^2+^_2_OCl_2_,,Cu O Cl,3,2,2,3083,"22,72",0,1,1,0,1,Melanothallite,10,1.522,15.219,0.458,2002,96610,1870,6,1,black,2,,1,,7.4691,9.5969,9.7,90,90,90,695.298,orthorhombic,2/m2/m2/m,Fddd,,F,3.60E-05,20383,2,10,"First Scoria Cone (First Cinder Cone), Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683055555556,160.23305555556",BV43_47,
Mendozavilite-NaCu,Mendozavilite-NaCu,3674,[Na_2_(H_2_O)_15_Cu^2+^(H_2_O)_6_][Mo^6+^_8_P_2_Fe^3+^_3_O_34_(OH)_3_],,Na H O Cu Mo P Fe,7,2,2,5966,72,0,0,1,0,1,Mendozavilite-NaCu,,,,,,,2011,1,0.1,green,3,2.5,0,Betpakdalite,18.9727,10.9278,14.9849,90,129.6115,90,2393.363,monoclinic,2/m,C2/m,,C,58.9,207289,2,8,"Lomas Bayas Mine, Antofagasta Province, Antofagasta Region, Chile","-23.427777777778,-69.511388888889",USGSOFR2008_1155,
Meneghinite,Meneghinite,417,Pb_13_CuSb_7_S_24_,,Pb Cu Sb S,4,,144,3095,51,0,1,0,1,0,Meneghinite (Cu-poor),48,3.585,172.078,0.642,2002,97027,1852,6,2,gray,1,2.5,1,Meneghinite,11.33156667,23.81996667,4.116666667,90,90,90,1111.290333,orthorhombic,2/m2/m2/m,Pbnm,8,P,2730,25303,45,266,"Izok Lake Mine, Itchen Lake, Mackenzie District, Nunavut Territory, Canada","65.65,-112.81666666667",USGSOFR2009_1034,
Metatorbernite,Metatorbernite,188,Cu^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·8H_2_O,,Cu U O P H,5,2,415,3137,"72,75",0,0,1,0,1,Metatorbernite,42,3.249,136.477,0.603,2010,167978,1920,2,2,green,2,2.5,1,,6.961643333,6.961643333,17.23218889,90,90,90,835.1594444,tetragonal,4/m,P4/n,8,P,900,4342,74,379,"Chingola Mine, Chingola, Chingola District, Copperbelt Province, Zambia","-12.55,27.830555555556",USGSOFR03_107,
Metazeunerite,Metazeunerite,368,Cu^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O,,Cu U O As H,5,2,174,3147,72,0,0,1,0,1,Metazeunerite,26,2.47,64.211,0.525,2003,412822,1951,2,3.5,green,2,2.5,1,,7.08338,7.08338,17.4543,90,90,90,875.7924,tetragonal,4/m2/m2/m,P42/nmc,16,P,1349,3948,65,299,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA","41.083611111111,-74.604722222222",GSAM206_307,
Mgriite,Mgriite,4622,"(Cu,Fe)_3_AsSe_3_",,Cu Fe As Se,4,,1,3152,51,0,1,0,1,0,Mgriite,2,1,2,1,1985,42581,1980,1,,brown,1,5,1,,5.758,5.758,5.758,90,90,90,190.904,cubic,4/m32/m,Fd3m,,F,200,23514,1,4,"Schlema-Hartenstein District, Erzgebirge, Saxony, Germany","50.611388888889,12.666944444444",OGR28_1,
Middlebackite,Middlebackite,,Cu^2+^_2_C_2_O_4_(OH)_2_,,Cu C O H,4,2,1,6513,0,,,,,,,,,,,,,2016,1,,blue,,,0,,7.268,5.749,5.684,90,104.51,90,229.923,monoclinic,2/m,P21/c,,P,,,,,,,,
Miharaite,Miharaite,1638,PbCu_4_FeBiS_6_,,Pb Cu Fe Bi S,5,,12,3161,"32,53",1,1,0,1,0,Miharaite,26,3.7,96.211,0.787,1988,65082,1976,1,0.03,gray,1,4,1,,10.88,12.003,3.874,90,90,90,505.916,orthorhombic,2mm,Pb21m,4,P,1900,10042,3,28,"Glava Cu Field (Yttre Rud Mines), Glava, Arvika, Värmland, Sweden","0,0",MD29_150,
Millsite,Millsite,,Cu^2+^Te^4+^O_3_·2H_2_O,,Cu Te O H,4,2,1,6486,0,,,,,,,,,,,,,2015,1,,blue,2,,0,,7.4049,7.7873,8.5217,90,110.203,90,461.164,monoclinic,2/m,P21/c,,P,,,,,,,,
Minohlite,Minohlite,3160,"(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·8H_2_O",,Cu Zn S O H,5,2,3,6093,72,0,0,1,0,1,Minohlite,,,,,,,2012,1,0.05,green,2,2,0,,8.2535,8.2535,8.1352,90,90,120,479.93,hexagonal,,,,,,,0,6,,,,
Misakiite,Misakiite,3681,Cu^2+^_3_Mn^2+^(OH)_6_Cl_2_,,Cu Mn O H Cl,5,2,2,6290,72,0,0,1,0,1,Misakiite,18,2.071,37.284,0.497,,,2013,1,,green,,,0,Atacamite,6.4156,6.4156,5.7026,90,90,120,203.272,hexagonal,32/m2/m,P3m1,,P,250.3,2751,1,11,"Talnakh Cu-Ni Deposit, Noril'sk, Putoran Plateau, Taimyr Peninsula, Taymyrskiy Autonomous Okrug, Eastern-Siberian Region, Russia","69.474722222222,88.441388888889",GCA59_2071,
Mitscherlichite,Mitscherlichite,3162,K_2_Cu^2+^Cl_4_·2H_2_O,,K Cu Cl H O,5,2,3,3182,"22,72",0,1,1,0,1,Mitscherlichite,26,2.47,64.211,0.525,1970,16052,1925,2,,blue,2,2.5,1,,7.45,7.45,7.88,90,90,90,437.36,tetragonal,4/m2/m2/m,P42/mnm,,P,3.60E-05,259833,1,9,"Glavnaya Tenoritovaya Fumarole (Major Tenorite), Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683333333333,160.23333333333",BV43_47,
Mixite,Mixite,405,Cu^2+^_6_Bi^3+^(As^5+^O_4_)_3_(OH)_6_·3H_2_O,,Cu Bi As O H,5,2,149,3183,72,0,0,1,0,1,Mixite,62,3.033,188.062,0.509,1986,70117,1880,6,0.1,green,2,4,1,Mixite,13.63625,13.63625,5.914,90,90,120,952.3625,hexagonal,6/m,P63/m,12,P,725,785,51,233,"Moldava (Moldawa), Dubí (Eichwald), Krušné Hory Mts (Erzgebirge), Ústí Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.718888888889,13.658055555556",NJMA187_289,
Mohite,Mohite,2529,Cu_2_SnS_3_,,Cu Sn S,3,,4,3188,51,0,1,0,1,0,Mohite,,,,,,,1981,1,0.008,gray,1,4,0,,6.64,11.51,19.93,90,109.75,90,1433.579,triclinic,1,P1,,P,272,9897,1,13,"Kochbulak Au-Ag-Te Deposit, Chatkal-Kuraminskii Range, Angren Region, Tashkent Viloyati (Toshkent), Uzbekistan","40.95,70.15",MP87_187,
Mojaveite,Mojaveite,2530,Cu^2+^_6_[Te^6+^O_4_(OH)_2_](OH)_7_Cl^1-^,,Cu Te O H Cl,5,2,2,6280,72,0,0,1,0,1,Mojaveite,,,,,,,2013,1,0.05,blue,3,1,0,,8.316,8.316,13.202,90,90,120,790.677,hexagonal,3,R3,,R,946,87939,4,9,"Aga Mine, Otto Mountain, Baker, San Bernardino Co., California, USA","35.272222222222,-116.095",GSAB101_1574,
Molybdofornacite,Molybdofornacite,1482,Cu^2+^Pb^2+^_2_Mo^6+^O_4_As^5+^O_4_(OH),,Cu Pb Mo O As H,6,2,17,3194,72,0,0,1,0,1,Molybdofornacite,56,3.879,217.212,0.668,,,1982,1,0.1,green,3,4,0,Fornacite,8.1025,5.96815,17.662,90,109.339,90,805.885,monoclinic,2/m,P21/c,4,P,541,2428,6,39,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region (Oshikoto), Namibia","-19.25,17.7",,
Montetrisaite,Montetrisaite,2535,Cu^2+^_6_(S^6+^O_4_)(OH)_10_·2H_2_O,,Cu S O H,4,2,4,5576,72,0,0,1,0,1,Montetrisaite,20,3.322,66.439,0.769,2009,163137,2007,1,0.02,blue,2,3,1,,2.989,16.97,14.812,90,90,90,751.314,orthorhombic,2mm,Cmc21,,C,20.2,1942,1,9,"Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece","37.716388888889,24.018055555556",GM146_732,
Mooihoekite,Mooihoekite,1398,Cu_9_Fe_9_S_16_,,Cu Fe S,3,,13,3220,"11,12,51",0,1,0,1,0,Mooihoekite,34,3.146,106.974,0.618,1973,2649,1971,1,0.1,yellow,1,4,1,Chalcopyrite,10.585,10.585,5.383,90,90,90,603.123,tetragonal,42m,P42m,8,P,2906,3883,9,46,"Stillwater Complex, Stillwater Co., Montana, USA","45.365833333333,-109.8325",JP35_1717,
Moolooite,Moolooite,1861,Cu^2+^C_2_O_4_·nH_2_O,,Cu C O H,4,2,10,3221,"85,86",0,0,1,0,1,,,,,,,,1980,1,0.0004,blue,4,,0,,5.35,5.63,2.56,90,90,90,77.108,orthorhombic,,,,,1060,8386,4,30,"Ahmeek Mine, Ahmeek, Keweenaw Co., Michigan, USA","47.409166666667,-88.056666666667",EG83_619,
Mottramite,Mottramite,238,Pb^2+^Cu^2+^V^5+^O_4_(OH),,Pb Cu V O H,5,2,307,3238,72,0,0,1,0,1,Mottramite,36,2.948,106.117,0.57,1995,81588,1876,6,0.3,green,4,3.5,1,Descloizite,7.594283333,5.9686,9.448683333,90,90,90,428.133,orthorhombic,2/m2/m2/m,Pnma,8,P,3350,220,78,356,"Coppin Pool, Tom Price, Ashburton Shire, Western Australia, Australia","-22.833333333333,118.13333333333",AJES38_261,
Mrázekite,Mrazekite,1769,Bi^3+^_2_Cu^2+^_3_(P^5+^O_4_)_2_O_2_(OH)_2_·2H_2_O,,Bi Cu P O H,5,2,10,3248,72,0,0,1,0,1,Mrazekite,84,4.44,372.955,0.695,1994,79140,1990,1,0.2,blue,2,3,1,,9.065,6.34,21.239,90,101.57,90,1195.847,monoclinic,2/m,P21/n,4,P,338,209136,3,27,"Bismuth Vein, Brézouard Massif, Ste Marie-aux-Mines (Markirch), Haut-Rhin, Alsace, France","48.2025,7.1791666666667",GRA14_2012,
Mückeite,Muckeite,4644,CuNiBiS_3_,,Cu Ni Bi S,4,1,1,3250,51,0,1,0,1,0,Mueckeite,24,2.585,62.039,0.564,1990,68678,1988,1,0.1,gray,1,3.5,1,,7.514,12.557,4.888,90,90,90,461.199,orthorhombic,222,P212121,,P,354,15123,1,6,"Grüneau Mine (Grüne Au Mine; Grünau Mine), Schutzbach, Betzdorf, Siegerland, Rhineland-Palatinate, Germany","50.755833333333,7.8983333333333",,
Mummeite,Mummeite,2035,Cu_0.58_Ag_3.11_Pb_1.10_Bi_6.65_S_13_,,Cu Ag Pb Bi S,5,,7,3254,51,0,1,0,1,0,Mummeite,,,,,,,1986,1,0.1,gray,1,,0,Pavonite,13.47,4.06,21.63,90,92.9,90,1181.391,monoclinic,2/m,C2/m,,C,20.2,1932,3,17,"Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece","37.723333333333,24.012222222222",GM146_732,
Munakataite,Munakataite,1483,Pb^2+^_2_Cu^2+^_2_(Se^4+^O_3_)S^6+^O_4_(OH)_4_,,Pb Cu Se O S H,6,2,12,5618,72,0,0,1,0,1,Munakataite,42,4.107,172.477,0.762,,,2007,1,0.003,blue,2,2.5,1,Linarite,9.8122,5.6723,9.2941,90,102.3776667,90,505.2826667,monoclinic,2/m,P21/m,4,P,1703,74,8,45,"Kintore Opencut, Broken Hill, Yancowinna Co., New South Wales, Australia","-31.968611111111,141.46083333333",EG110_1027,
Murdochite,Murdochite,953,Cu^2+^_12_Pb^4+^_2_O_15_Cl_2_,,Cu Pb O Cl,4,2,32,3259,72,0,0,1,0,1,Murdochite,15,1.706,25.584,0.437,2000,280597,1955,2,0.2,black,3,4,1,,9.143857143,9.143857143,9.143857143,90,90,90,765.775,cubic,4/m32/m,Fm3m,192,F,3200,231,9,59,"Whim Creek Copper Mine (Whim Creek Copper Prospect; Whim Well Mine), Whim Creek, Roebourne Shire, Western Australia, Australia","-20.863888888889,117.8325",USGSOFR2009_1034,
Murunskite,Murunskite,2813,"K_2_(Cu,Fe)_4_S_4_",,K Cu Fe S,4,,4,3261,39,3,0,0,1,0,Murunskite,5,1.522,7.61,0.655,1994,75578,1980,1,0.0001,brown,1,3,1,,3.8415,3.8415,13.346,90,90,90,196.9475,tetragonal,4/m2/m2/m,I4/mmm,,I,1880.7,2814,4,16,"Murunskii Massif, Chara And Tokko Rivers Confluence, Aldan Shield, Sakha Republic (Saha Republic; Yakutia), Eastern-Siberian Region, Russia","58.366666666667,118.88333333333",GSLSP350_7,
Mushistonite,Mushistonite,2170,Cu^2+^Sn^4+^(OH)_6_,,Cu Sn O H,4,2,7,3263,72,0,0,1,0,1,Mushistonite,32,1.75,56,0.35,1976,194,1982,1,2,green,5,4.4,1,Perovskite,7.586,7.586,8.103,90,90,90,466.307,tetragonal,4/m2/m2/m,P42/nnm,,P,2613,17479,1,16,"Londonderry Li Deposit (Londonderry Feldspar Quarry; Fraser's Find; Frazer's Find; Scahill's Quarry), Nepean, Coolgardie Shire, Western Australia, Australia","-31.079166666667,121.10694444444",GSLSP350_7,
Nabokoite,Nabokoite,3691,Cu^2+^_7_Te^4+^O_4_(S^6+^O_4_)_5_·KCl^1-^,,Cu Te O S K Cl,6,2,1,3270,"22,72",0,1,1,0,1,Nabokoite,156,3.593,560.523,0.493,1988,68186,1985,1,0.1,brown,2,2.5,1,,9.82,9.82,20.558,90,90,90,1982.469,tetragonal,4/m2/m2/m,P4/ncc,,P,3.60E-05,2656,1,8,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.833333333333,160.33333333333",BV43_47,
Nakauriite,Nakauriite,1640,Cu^2+^_8_(S^6+^O_4_)_4_(CO_3_)(OH)_6_·48H_2_O,,Cu S O C H,5,2,11,3281,"71,72",0,0,1,0,1,Nakauriite,,,,,,,1976,1,0.3,blue,4,,0,,14.585,11.47,16.22,90,90,90,2713.443,orthorhombic,,,,,780,57985,2,31,"Gulsen (Gulsen Quarry), Kraubath An Der Mur, Leoben, Styria, Austria","47.282777777778,14.93",MP73_247,
Namibite,Namibite,1160,Cu^2+^(Bi^3+^O)_2_V^5+^O_4_(OH),,Cu Bi O V H,5,2,23,3285,"15,16,72",0,0,1,0,1,Namibite,22,3.55,78.107,0.796,2000,89724,1981,1,0.2,green,2,5,1,,6.171666667,7.333333333,7.433666667,90.09,108.78,107.37,302.2483333,triclinic,1,P1,2,P,1795,158,8,63,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia","-32.744722222222,137.13944444444",PR40_363,
Nantokite,Nantokite,1012,CuCl,,Cu Cl,2,2,31,3289,72,0,0,1,0,1,Nantokite,2,1,2,1,1994,78270,1867,6,0.1,white,3,2.5,1,Sphalerite,5.4423,5.4423,5.4423,90,90,90,161.2223333,cubic,43m,F43m,96,F,2498,15187,8,79,"Malanjkhand Mine, Padritola, Baihar Tehsil, Balaghat District, Madhya Pradesh, India","22.016666666667,80.716666666667",USGSOFR2008_1155,
Natrochalcite,Natrochalcite,2815,NaCu^2+^_2_(S^6+^O_4_)_2_(OH)·H_2_O,,Na Cu S O H,5,2,4,3302,72,0,0,1,0,1,Natrochalcite,18,3.059,55.059,0.734,1993,73265,1908,8,1,green,2,4.5,1,Natrochalcite,8.8055,6.184,7.506,90,118.725,90,358.427,monoclinic,2/m,C2/m,,C,76,5805,2,15,"Empire Mine, Tombstone District, Tombstone Hills, Cochise Co., Arizona, USA","31.7075,-110.06083333333",EG94_211,
Nekrasovite,Nekrasovite,1698,Cu_13_VSn_3_S_16_,,Cu V Sn S,4,1,9,3325,"15,51",0,1,0,1,0,Nekrasovite,66,2.498,164.852,0.413,,,1983,1,0.0001,brown,1,4.5,0,Sphalerite,10.73,10.73,10.73,90,90,90,1235.376,cubic,43m,P43n,,P,272,9897,6,34,"Kochbulak Au-Ag-Te Deposit, Chatkal-Kuraminskii Range, Angren Region, Tashkent Viloyati (Toshkent), Uzbekistan","40.95,70.15",MP87_187,
Nevadaite,Nevadaite,3703,"(Cu^2+^,[box],Al,V^3+^)_6_[Al_8_(PO_4_)_8_F_8_](OH)_2_·22H_2_O",,Cu Al V P O F H,7,2,2,5198,72,0,0,1,0,1,Nevadaite,86,4.589,394.659,0.714,2004,54832,2002,1,0.1,blue,2,3,1,,12.123,18.999,4.9613,90,90,90,1142.711,orthorhombic,2mm,P21mn,,P,,,0,7,,,,
Neyite,Neyite,1773,Ag_2_Cu_6_Pb_25_Bi_26_S_68_,,Ag Cu Pb Bi S,5,,13,3337,53,0,1,0,1,0,Neyite,127,5.997,761.563,0.858,2001,92979,1968,1,0.3,gray,1,2.5,1,Neyite,37.507,4.06375,43.6,90,108.7705,90,6292.064,monoclinic,2/m,C2/m,8,C,85.5,3919,1,23,"Outlaw Mine, Round Mountain District, Toquima Range, Nye Co., Nevada, USA","38.633333333333,-117.06666666667",EG81_388,
Nicksobolevite,Nicksobolevite,4661,Cu^2+^_7_(Se^4+^O_3_)_2_O_2_Cl^1-^_6_,,Cu Se O Cl,4,2,1,6160,72,0,0,1,0,1,Nicksobolevite,92,4.567,420.168,0.7,,,2012,1,0.04,red,2,2.5,1,,10.932,14.4625,10.4445,90,113.5845,90,1513.4145,monoclinic,2/m,P21/c,,P,3.60E-05,20412,1,7,"Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.743055555556,160.27333333333",BV43_47,
Niedermayrite,Niedermayrite,2175,Cu^2+^_4_Cd^2+^(S^6+^O_4_)_2_(OH)_6_·4H_2_O,,Cu Cd S O H,5,2,7,3355,72,0,0,1,0,1,Niedermayrite,78,4.414,344.261,0.702,1998,54147,1997,1,0.005,green,2,,1,,5.543,21.995,6.079,90,92.04,90,740.672,monoclinic,2/m,P21/m,,P,1855,73,5,27,"Block 14 Opencut, Broken Hill, Yancowinna Co., New South Wales, Australia","-31.959166666667,141.475",EG100_633,
Nielsenite,Nielsenite,3184,PdCu_3_,,Pd Cu,2,,3,5541,"11,12",0,1,0,1,0,Nielsenite,28,4.307,120.606,0.896,,,2004,1,0.005,gray,1,,1,,3.71,3.71,25.655,90,90,90,353.118,tetragonal,4mm,P4mm,,P,2490,2725,1,11,"Monchegorsk Cu-Ni Deposit, Monchegorsk, Monche-Tundra, Kola Peninsula, Murmanskaja Oblast', Northern Region, Russia","67.9225,32.838888888889",EG105_1057,
Nissonite,Nissonite,2821,Cu^2+^_2_Mg_2_(P^5+^O_4_)_2_(OH)_2_·5H_2_O,,Cu Mg P O H,5,2,4,3370,"65,72",0,0,1,0,1,Nissonite,66,4.075,268.93,0.674,1990,69386,1966,2,0.2,blue,2,2.5,1,,22.509,5.015,10.503,90,99.66,90,1168.7955,monoclinic,2/m,C2/c,,C,1795,158,2,17,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia","-32.744722222222,137.13944444444",PR40_363,
Nordströmite,Nordstromite,3188,Pb_3_CuBi_7_S_14_,,Pb Cu Bi S,4,,3,3385,51,0,1,0,1,0,Nordstroemite,50,4.644,232.193,0.823,1980,41429,1978,1,0.35,gray,1,2.5,1,,17.97,4.11,17.62,90,94.3,90,1297.692,monoclinic,2/m,P21/m,,P,1900,3154,2,14,"Falun Mine, Falun, Dalarna, Sweden","60.598055555556,15.613055555556",MD29_150,
Novákite,Novakite,3190,"(Cu,Ag)_21_As_10_",,Cu Ag As,3,,3,3391,52,0,1,0,1,0,Novákite,,,,,,,1959,1,3,gray,1,3.5,0,,8.2,8.2,11.88,90,90,90,798.811,tetragonal,,,,,330,776,2,10,"?erný D?l (Schwarzenthal), Krkonoše Mtn (Riesengebirge), Hradec Králové Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.616666666667,15.7",IAEA-CN-128,
Nowackiite,Nowackiite,3709,Cu_6_Zn_3_As_4_S_12_,,Cu Zn As S,4,,2,3393,51,0,1,0,1,0,Nowackiite,25,3.122,78.057,0.672,1967,26827,1965,1,0.03,gray,1,4,1,Nowackiite,13.44,13.44,9.17,90,90,120,1434.493,hexagonal,3,R3,,R,405,46298,2,10,"Palhal Mine, Branca, Albergaria-a-Velha, Aveiro District, Portugal","0,0",OGR62_54,
Nuffieldite,Nuffieldite,1111,Pb_2_Cu_1.4_(Pb_0.4_Bi_0.4_Sb_0.2_)Bi_2_S_7_,,Cu Pb Bi Sb S,5,,25,3395,53,0,1,0,1,0,Nuffieldite,56,3.807,213.212,0.656,1997,84625,1967,1,0.3,gray,1,4,1,,14.526975,21.274375,4.044725,90,90,90,1250.07475,orthorhombic,2/m2/m2/m,Pbmn,8,P,2730,25303,10,71,"Izok Lake Mine, Itchen Lake, Mackenzie District, Nunavut Territory, Canada","65.65,-112.81666666667",USGSOFR2009_1034,
Nukundamite,Nukundamite,1440,Cu_3.4_Fe_0.6_S_4_,,Cu Fe S,3,,15,3396,"51,78",0,1,1,1,0,Nukundamite,8,2,16,0.667,1981,100727,1978,1,0.2,brown,1,3.5,1,,3.783,3.783,11.195,90,90,120,138.748,hexagonal,32/m2/m,P3m1,12,P,144,16004,4,45,"Erasmus Adit, Schwarzleo District, Schwarzleograben, Hütten, Leogang, Saalfelden, Salzburg, Austria","0,0",MOGG86_141,
Numanoite,Numanoite,4674,Ca_4_Cu^2+^B_4_O_6_(CO_3_)_2_(OH)_6_,,Ca Cu B O C H,6,2,1,5543,72,0,0,1,0,1,Numanoite,35,3.586,125.525,0.699,,,2005,1,0.2,green,2,4.5,0,,17.7965,8.385,4.4502,90,102.455,90,648.438,monoclinic,2/m,C2/m,,C,,,0,4,,,,
Obradovicite-KCu,Obradovicite-KCu,4678,[K_2_(H_2_O)_17_Cu^2+^(H_2_O)_6_][Mo^6+^_8_As^5+^_2_Fe^3+^_3_O_34_(OH)_3_],,K H O Cu Mo As Fe,7,2,2,3402,72,0,0,1,0,1,Obradovicite-KCu,142,4.629,657.264,0.647,,,1978,1,0.01,green,2,2.5,0,Betpakdalite,15.042,14.861,11.0745,90,90,90,2475.633,orthorhombic,2/m2/m2/m,Pcnm,,P,35.07,641,1,6,"Chuquicamata Mine, Chuquicamata District, Calama, El Loa Province, Antofagasta Region, Chile","-22.289444444444,-68.901111111111",,
Obradovicite-NaCu,Obradovicite-NaCu,4679,[Na_2_(H_2_O)_17_Cu^2+^(H_2_O)_6_][Mo^6+^_8_As^5+^_2_Fe^3+^_3_O_34_(OH)_3_],,Na H O Cu Mo As Fe,7,2,1,6019,72,0,0,1,0,1,Obradovicite-NaCu,142,4.629,657.264,0.647,,,2011,1,0.01,green,2,2,0,Betpakdalite,14.872,11.091,15.032,90,90,90,2479.4,orthorhombic,2/m2/m2/m,Pnmb,,P,35.07,641,1,6,"Chuquicamata Mine, Chuquicamata District, Calama, El Loa Province, Antofagasta Region, Chile","-22.289444444444,-68.901111111111",,
Olivenite,Olivenite,176,Cu^2+^_2_As^5+^O_4_(OH),,Cu As O H,4,2,457,3418,72,0,0,1,0,1,Olivenite,36,3.17,114.117,0.613,2008,260063,1789,6,2.5,green,2,3,1,Andalusite,8.547271429,8.271357143,5.935371429,90.04828571,90.01571429,90,419.5097143,monoclinic,2/m,P21/n,4,P,2700,108736,142,602,"Sanyati Mine, Kadoma District, Mashonaland West, Zimbabwe","0,0",G82_469,
Ondrušite,Ondrusite,3198,CaCu^2+^_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·10H_2_O,,Ca Cu As O H,5,2,2,5669,72,0,0,1,0,1,Ondrušite,142,4.629,657.264,0.647,,,2008,1,0.1,green,2,3,1,Lindackerite,6.439,7.999,10.849,85.78,81.22,85.05,549.139,triclinic,1,P1,,P,330.6,19729,2,11,"Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.3725,12.911388888889",L151_105,
Orickite,Orickite,2552,CuFeS_2_·nH_2_O,,Cu Fe S H O,5,,5,3438,18,0,1,0,1,0,Orickite,,,,,,,1978,1,0.015,yellow,1,3.5,0,,3.695,3.695,6.16,90,90,120,72.8,hexagonal,,,,,405,46298,3,23,"Palhal Mine, Branca, Albergaria-a-Velha, Aveiro District, Portugal","0,0",OGR62_54,
