Max Age (Ma),Min Age (Ma),mindat ID,Locality containing Mineral,Country,Tectonic Settings,Dated Locality ID,Dated Locality (Max Age),Reference (Max Age),Reference (Min Age),Excel ID (Max Age),Excel ID (Min Age),Query Minerals,# of Query Minerals at Locality
327,231,1774,"Wölsendorf Fluorite Mining District, Upper Palatinate, Bavaria, Germany",Germany,,1774,"Wölsendorf Fluorite Mining District, Upper Palatinate, Bavaria, Germany",CMP106_440,CMP106_440,Co-00062,Co-00061,"Billietite, Meta-autunite",2
,,13518,"Ludwig-Rudolf Mine, Braunlage, Harz, Lower Saxony, Germany",Germany,,,,,,,,"Metazeunerite, Zeunerite",2
354,248,235769,"Geiskammer Mine, Lemberg, Niederhausen, Bad Kreuznach, Rhineland-Palatinate, Germany",Germany,,14243,"Rhineland-Palatinate, Germany",,,Hg-00059,Hg-00059,"Metatorbernite, Metazeunerite",2
354,248,36218,"Karlsglück Adit, Schmittenzug Mine, Lemberg, Niederhausen, Bad Kreuznach, Rhineland-Palatinate, Germany",Germany,,14243,"Rhineland-Palatinate, Germany",,,Hg-00059,Hg-00059,"Coffinite, Uraninite",2
354,248,71520,"In Den Dellen Quarries, Niedermendig, Mendig, Laach Lake Volcanic Complex, Eifel, Rhineland-Palatinate, Germany",Germany,,14243,"Rhineland-Palatinate, Germany",,,Hg-00059,Hg-00059,"Hydroxycalciopyrochlore, Samarskite-(Y)",2
0.4,0.4,1793,"Caspar Quarry, Bellerberg Volcano, Ettringen, Mayen, Eifel, Rhineland-Palatinate, Germany",Germany,,1793,"Caspar Quarry, Bellerberg Volcano, Ettringen, Mayen, Eifel, Rhineland-Palatinate, Germany",BOOK_MPMA_241,BOOK_MPMA_241,Be-00008,Be-00008,"Carnotite, Vorlanite",2
,,30986,"Mine 388, Königstein, Elbsandstein Mts, Saxony, Germany",Germany,,,,,,,,"Uraninite, Zippeite",2
200,100,1879,"Tin Mine, Altenberg, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",OGR28_1,OGR28_1,Co-00001,Co-00001,"Autunite, Uranopilite",2
453,100,1879,"Tin Mine, Altenberg, Erzgebirge, Saxony, Germany",Germany,,146104,"Altenberg, Erzgebirge, Saxony, Germany",CMP106_440,OGR28_1,Mo-00496,Co-00001,"Torbernite, Zeunerite",2
200,100,203332,"Krönung Mine (Silberne Harnischkammer Mine; Rachewitz Mine), Schreckenberg, Frohnau, Annaberg-Buchholz, Annaberg District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",OGR28_1,OGR28_1,Co-00001,Co-00001,"Phosphowalpurgite, Zeunerite",2
200,100,13196,"Breitenbrunn District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",OGR28_1,OGR28_1,Co-00001,Co-00001,"Uranopilite, Zeunerite",2
200,100,229495,"Shaft 235, Antonsthal, Breitenbrunn District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",OGR28_1,OGR28_1,Co-00001,Co-00001,"Metazeunerite, Walpurgite",2
200,100,15820,"Shaft 14, Geyer, Ehrenfriedersdorf, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",OGR28_1,OGR28_1,Co-00001,Co-00001,"Nováčekite-I, Uranocircite-II",2
310,100,15820,"Shaft 14, Geyer, Ehrenfriedersdorf, Erzgebirge, Saxony, Germany",Germany,,146104,"Altenberg, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,OGR28_1,Alexandra-0425,Co-00001,"Uranosphaerite, Walpurgite",2
200,100,1804,"Greifenstein Rocks, Ehrenfriedersdorf, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",OGR28_1,OGR28_1,Co-00001,Co-00001,"Autunite, Torbernite",2
200,100,5470,"St Christoph Mine, Bärenhecke, Glashütte, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",OGR28_1,OGR28_1,Co-00001,Co-00001,"Schröckingerite, Znucalite",2
600,100,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,OGR28_1,Alexandra-0421,Co-00001,"Johannite, Metatorbernite",2
310,260,23514,"Schlema-Hartenstein District, Erzgebirge, Saxony, Germany",Germany,,31852,"Niederschlema, Schlema, Schlema-Hartenstein District, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,BOOK_MPLMEV_2008,Alexandra-0431,Alexandra-0431,"Becquerelite, Coffinite",2
120,120,1848,"Schneeberg District, Erzgebirge, Saxony, Germany",Germany,,1848,"Schneeberg District, Erzgebirge, Saxony, Germany",CM42_841,CM42_841,Emily000533,Emily000533,"Heinrichite, Kahlerite",2
310,100,13544,"Güldener Falk Mine, Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,OGR28_1,Alexandra-0429,Co-00001,"Trögerite, Walpurgite",2
310,100,187979,"Glück Flacher Vein, Rödergasse, Schneeberg District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,OGR28_1,Alexandra-0429,Co-00001,"Torbernite, Uranocircite-II",2
310,100,72902,"Schrotschacht Mine, Schneeberg District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,OGR28_1,Alexandra-0429,Co-00001,"Torbernite, Walpurgite",2
600,100,1904,"Pöhla-Tellerhäuser Mine, Pöhla, Schwarzenberg District, Erzgebirge, Saxony, Germany",Germany,,31562,"Geyer, Ehrenfriedersdorf, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,OGR28_1,Alexandra-0423,Co-00001,"Johannite, Zeunerite",2
200,100,49324,"Rockelmann Quarry, Schwarzenberg, Schwarzenberg District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",OGR28_1,OGR28_1,Co-00001,Co-00001,"Chernikovite, Meta-autunite",2
,,22273,"A4 Highway Tunnel, Thiemendorf, Görlitz, Oberlausitz, Saxony, Germany",Germany,,,,,,,,"Euxenite-(Y), Yttrotantalite-(Y)",2
310,260,13202,"Wolframite Mine, Pechtelsgrün, Lengenfeld, Vogtland, Saxony, Germany",Germany,,131742,"Zschorlau, Schneeberg District, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,BOOK_MPLMEV_2008,Alexandra-0424,Alexandra-0424,"Torbernite, Uraninite",2
309,297,192409,"Gottesberg, Tannenbergsthal, Vogtland, Saxony, Germany",Germany,,192409,"Gottesberg, Tannenbergsthal, Vogtland, Saxony, Germany",NJMA182_307,NJMA182_307,Kristen000111,Kristen000110,"Torbernite, Uraninite",2
,,1801,"Eisleben, Mansfeld Basin, Saxony-Anhalt, Germany",Germany,,,,,,,,"Liebigite, Uraninite",2
,,32121,"Beerwalde, Ronneburg U Deposit, Gera, Thuringia, Germany",Germany,,,,,,,,"Liebigite, Zippeite",2
,,25702,"Paitzdorf, Ronneburg U Deposit, Gera, Thuringia, Germany",Germany,,,,,,,,"Johannite, Uranopilite",2
20.2,3.6,8009,"Km-3 Mine, Lavrion (Laurion; Laurium), Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Greece,,14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",GM146_732,GM146_732,Kristen002526,Kristen002526,"Heinrichite, Johannite",2
1257,1037,1958,"Ivigtut Cryolite Deposit, Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland",Greenland,,51122,"Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland",L51_205,L51_205,Mo-00259,Mo-00259,"Coffinite, Uraninite",2
,,192153,"Randbøldal, Sermersooq, Greenland",Greenland,,,,,,,,"Uraninite, Wölsendorfite",2
,,25751,"Kaituma, Barima-Waini Region, Guyana",Guyana,,,,,,,,"Euxenite-(Y), Samarskite-(Y)",2
,,55170,"Domiasiat (Mawthabah), West Khasi Hills, Meghalaya, India",India,,,,,,,,"Coffinite, Uraninite",2
,,153532,"Chittorgarh District, Udaipur Division, Rajasthan (Rajputana), India",India,,,,,,,,"Kasolite, Metatorbernite",2
,,14758,"Givat Hayil, Negev, Israel",Israel,,,,,,,,"Carnotite, Tyuyamunite",2
,,126934,"Averta Valley (Northern Glacial Cirque), Codera Valley, Novate Mezzola, Valchiavenna, Sondrio Province, Lombardy, Italy",Italy,,,,,,,,"Compreignacite, Uraninite",2
,,126932,"Averta Valley (Southern Glacial Cirque), Codera Valley, Novate Mezzola, Valchiavenna, Sondrio Province, Lombardy, Italy",Italy,,,,,,,,"Compreignacite, Uraninite",2
,,126938,"Canina Valley, Codera Valley, Novate Mezzola, Valchiavenna, Sondrio Province, Lombardy, Italy",Italy,,,,,,,,"Uraninite, Uranophane-α",2
,,126930,"Spassato Valley (Arnasca), Codera Valley, Novate Mezzola, Valchiavenna, Sondrio Province, Lombardy, Italy",Italy,,,,,,,,"Uraninite, Uranopolycrase",2
,,57010,"IMI Fabi Mine (Fabi Mine; Fabi Quarry), Mt. Motta, Lanzada, Lanterna Valley, Malenco Valley, Valtellina, Sondrio Province, Lombardy, Italy",Italy,,,,,,,,"Dessauite-(Y), Mckelveyite-(Y)",2
,,31019,"Rosazza Quarry, Rosazza, Cervo Valley, Biella Province, Piedmont, Italy",Italy,,,,,,,,"Autunite, Torbernite",2
,,189873,"Pradeboni Prospect, Peveragno, Cuneo Province, Piedmont, Italy",Italy,,,,,,,,"Autunite, Torbernite",2
,,122720,"Cavallaria Quarries (Frent Quarries; Alpetta; Piani And Rio Freddo Quarries), Cavallaria Mount, Brosso, Canavese District, Torino Province, Piedmont, Italy",Italy,,,,,,,,"Metatorbernite, Torbernite",2
,,189770,"Grange Della Valle Prospect, Exilles, Susa Valley, Torino Province, Piedmont, Italy",Italy,,,,,,,,"Autunite, Uraninite",2
,,189787,"Salbertrand, Susa Valley, Torino Province, Piedmont, Italy",Italy,,,,,,,,"Autunite, Uraninite",2
,,30964,"Veglia Alp, Varzo, Divedro Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,"Dessauite-(Y), Metatorbernite",2
,,29936,"Mont'Orfano (Montorfano), Mergozzo, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,"Metatorbernite, Torbernite",2
,,193210,"Druogno, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,"Torbernite, Uraninite",2
,,22712,"Alpe Rosso, Orcesco, Druogno, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,"Euxenite-(Y), Uranophane-α",2
,,269717,"Monte Bassetta, Santa Maria Maggiore, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,"Autunite, Torbernite",2
,,13704,"Val Di Crana Pegmatites (Arvogno), Val Di Crana, Toceno, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,"Euxenite-(Y), Samarskite-(Y)",2
260,260,224836,"Rinnerlahner, Vizze Pass (Pfitsch Pass; Pfitscher Joch), San Giacomo (Sankt Jakob), Vizze Valley (Pfitsch Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,"Cleusonite, Uraninite",2
260,260,224840,"Wind Valley (Windtal), Vizze Pass (Pfitsch Pass; Pfitscher Joch), San Giacomo (Sankt Jakob), Vizze Valley (Pfitsch Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,"Metatorbernite, Torbernite",2
,,252736,"Al Fol Quarry (Sacac Quarry), Predazzo, Fiemme Valley, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,,,,,"Metazeunerite, Zeunerite",2
7,5,203838,"Botro Ai Marmi, Campiglia Marittima, Campigliese (Campiglia Mountains; Campiglia Ridge), Livorno Province, Tuscany, Italy",Italy,,268516,"Campiglia Marittima, Campigliese (Campiglia Mountains; Campiglia Ridge), Livorno Province, Tuscany, Italy",USGSOFR2009-1252,USGSOFR2009-1252,sedznpb-00266,sedznpb-00266,"Metatorbernite, Uraninite",2
8,6,7679,"Grotta D'Oggi (Grotta D'Oggi Quarry), San Piero In Campo, Campo Nell'Elba, Elba Island, Livorno Province, Tuscany, Italy",Italy,,7681,"Fonte Del Prete, San Piero In Campo, Campo Nell'Elba, Elba Island, Livorno Province, Tuscany, Italy",CM52_183,CM52_183,Bradley_2012_023,Bradley_2012_023,"Euxenite-(Y), Uranopolycrase",2
8,6,54356,"La Speranza (Pisani's Quarry), San Piero In Campo, Campo Nell'Elba, Elba Island, Livorno Province, Tuscany, Italy",Italy,,7681,"Fonte Del Prete, San Piero In Campo, Campo Nell'Elba, Elba Island, Livorno Province, Tuscany, Italy",CM52_183,CM52_183,Bradley_2012_023,Bradley_2012_023,"Euxenite-(Y), Uranopolycrase",2
8,6,56135,"Rosina Vein, San Piero In Campo, Campo Nell'Elba, Elba Island, Livorno Province, Tuscany, Italy",Italy,,7681,"Fonte Del Prete, San Piero In Campo, Campo Nell'Elba, Elba Island, Livorno Province, Tuscany, Italy",CM52_183,CM52_183,Bradley_2012_023,Bradley_2012_023,"Euxenite-(Y), Uranopolycrase",2
27,8,2165,"Buca Della Vena Mine, Ponte Stazzemese, Stazzema, Apuan Alps, Lucca Province, Tuscany, Italy",Italy,,2165,"Buca Della Vena Mine, Ponte Stazzemese, Stazzema, Apuan Alps, Lucca Province, Tuscany, Italy",EJM7_417,EJM7_417,Hg-00019,Hg-00019,"Dessauite-(Y), Mapiquiroite",2
88,81.2,144101,"Miyoshi Mine, Kurashiki City, Okayama Prefecture, Chugoku Region, Honshu Island, Japan",Japan,,144101,"Miyoshi Mine, Kurashiki City, Okayama Prefecture, Chugoku Region, Honshu Island, Japan",EG69_1207,EG69_1207,Kristen001931,Kristen001931,"Metazeunerite, Zeunerite",2
,,185493,"Yoshiki Uranium Deposit, Sampo Mine, Shitouyouzei, Bicchu-cho (Bitchu-cho), Takahashi City, Okayama Prefecture, Chugoku Region, Honshu Island, Japan",Japan,,,,,,,,"Coffinite, Uraninite",2
,,236234,"Ishii, Yanai, Yamaguchi Prefecture, Chugoku Region, Honshu Island, Japan",Japan,,,,,,,,"Autunite, Torbernite",2
,,24446,"Shiraishi-yama (Shiroishi), Kobe, Ohmiya Town, Kyoto Prefecture, Kinki Region, Honshu Island, Japan",Japan,,,,,,,,"Euxenite-(Y), Kobeite-(Y)",2
,,26048,"Tanakami-yama (Tanokami-yama), Otsu City, Shiga Prefecture, Kinki Region, Honshu Island, Japan",Japan,,,,,,,,"Euxenite-(Y), Samarskite-(Y)",2
,,180827,"Atagoyama, Fukushima Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,"Sklodowskite, Uraninite",2
,,108237,"Shiozawa, Ishikawa-gun, Fukushima Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,"Ishikawaite, Uranophane-α",2
147,71,56919,"Fusamata, Kawamata, Fukushima Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,56919,"Fusamata, Kawamata, Fukushima Prefecture, Tohoku Region, Honshu Island, Japan",GCA60_3151,GCA60_3151,Mo-00276,Mo-00276,"Torbernite, Uraninite",2
92.3,86.5,53666,"Nagatare (Nagatareyama; Nagatare Mine), Fukuoka Prefecture, Kyushu Region, Japan",Japan,,40458,"Fukuoka Prefecture, Kyushu Region, Japan",GCA60_3151,GCA60_3151,Mo-00243,Mo-00243,"Autunite, Torbernite",2
92.3,86.5,171312,"Masaki (Mazaki), Kawasaki, Tagawa-gun, Fukuoka Prefecture, Kyushu Region, Japan",Japan,,40458,"Fukuoka Prefecture, Kyushu Region, Japan",GCA60_3151,GCA60_3151,Mo-00243,Mo-00243,"Torbernite, Uraninite",2
,,274047,"Ryumon Pegmatite, Kumamoto Prefecture, Kyushu Region, Japan",Japan,,,,,,,,"Autunite, Uraninite",2
,,264097,"Tulul Al Hammam, Siwaga, Lisdan-Siwaga Fault, Hashem Region, Amman, Jordan",Jordan,,,,,,,,"Vapnikite, Vorlanite",2
,,260252,"Suwaqa Al Gharbiya, Lisdan-Siwaga Fault, Hashem Region, Amman, Jordan",Jordan,,,,,,,,"Metatyuyamunite, Strelkinite",2
,,271700,"Sultani, Amman, Jordan",Jordan,,,,,,,,"Metatyuyamunite, Tyuyamunite",2
,,221266,"Olginskoye Mine, Balkashinskoye Uranium Ore Field, Balkashino, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Autunite, Torbernite",2
,,221275,"Abayskoye U Deposit, Altybaysky U-Au Ore Field, Kokshetau (Kökshetau; Kokchetau; Kokchetav), Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221273,"Slavyanskoye U Deposit, Altybaysky U-Au Ore Field, Kokshetau (Kökshetau; Kokchetau; Kokchetav), Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221741,"Semizbay U Deposit, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221300,"Aksu Mine, Manybaysky Uranium Ore Field, Stepnogorsk, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221296,"Manybayskoye Mine, Manybaysky Uranium Ore Field, Stepnogorsk, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221299,"South Manybayskoye U Deposit (Yuzhno-Manybayskoye), Manybaysky Uranium Ore Field, Stepnogorsk, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,155782,"Karamurun Se-U Deposit, Dzharkenskaya Depression, Middle Ili River, Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Francevillite, Uraninite",2
265,255,2222,"Kara-Oba W Deposit, Betpakdala Desert (Bet-Pak-Dal Desert), Karagandy Province (Qaragandy Oblysy; Karaganda Oblast'), Kazakhstan",Kazakhstan,,2222,"Kara-Oba W Deposit, Betpakdala Desert (Bet-Pak-Dal Desert), Karagandy Province (Qaragandy Oblysy; Karaganda Oblast'), Kazakhstan",NDM40_5,NDM40_5,Mo-00026,Mo-00026,"Metazeunerite, Schröckingerite",2
,,221254,"Victorovskoye U Deposit, Chistopolsky Uranium Ore Field, Chistopol'ye, Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Brannerite, Uraninite",2
,,221278,"Shatskoye-1 U Deposit, Shatsky Uranium Ore Field, Leningradskoye, Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Brannerite, Uraninite",2
,,221249,"Ishimskoye Mine, Ishimsky Uranium Ore Field, Razgul'noye (Priishimskiy), Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221252,"Kamyshevoye Mine, Ishimsky Uranium Ore Field, Razgul'noye (Priishimskiy), Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Brannerite, Uraninite",2
,,221268,"Fevralskoye U Deposit, Grachevsky Uranium Ore Field, Saumalkol' (Volodarskoye), Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Brannerite, Coffinite",2
,,221269,"Grachevskoye Mine, Grachevsky Uranium Ore Field, Saumalkol' (Volodarskoye), Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221246,"Akdala Mine, Sozaq Rayon (Suzak Rayon), Southern Kazakhstan Province (Ongtüstik Qazaqstan Oblysy; Yuzhno-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,195603,"Inkai Mine, Sozaq Rayon (Suzak Rayon), Southern Kazakhstan Province (Ongtüstik Qazaqstan Oblysy; Yuzhno-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221247,"Kharasan Mine, Sozaq Rayon (Suzak Rayon), Southern Kazakhstan Province (Ongtüstik Qazaqstan Oblysy; Yuzhno-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221243,"South Inkai Mine, Sozaq Rayon (Suzak Rayon), Southern Kazakhstan Province (Ongtüstik Qazaqstan Oblysy; Yuzhno-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,221248,"Zhalpak U Deposit, Sozaq Rayon (Suzak Rayon), Southern Kazakhstan Province (Ongtüstik Qazaqstan Oblysy; Yuzhno-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,"Coffinite, Uraninite",2
,,123144,"Tura-Kavak Uranium-coal Deposit, Minkush, Moldo-Too Range, Naryn Oblast, Kyrgyzstan",Kyrgyzstan,,,,,,,,"Meta-autunite, Uramphite",2
359,323,19840,"Kara-Chagyr Mountain, Fergana, Fergana Valley, Alai Range (Alay Range), Osh Oblast, Kyrgyzstan",Kyrgyzstan,,19840,"Kara-Chagyr Mountain, Fergana, Fergana Valley, Alai Range (Alay Range), Osh Oblast, Kyrgyzstan",ZVMO133_59,ZVMO133_59,Alexandra-0088,Alexandra-0088,"Carnotite, Metatyuyamunite",2
,,23002,"Severnyi Area (North Area), Zardalek Alkaline Massif, Sokh Valley, Alai Range (Alay Range), Osh Oblast, Kyrgyzstan",Kyrgyzstan,,,,,,,,"Brannerite, Thorutite",2
,,2648,"Tyuya-Muyun Cu-V-U Deposit (Radium Mine), Alai Range (Alay Range), Osh Oblast, Kyrgyzstan",Kyrgyzstan,,,,,,,,"Francevillite, Metatyuyamunite",2
,,2263,"Befanamo Pegmatite, Anjozorobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,"Euxenite-(Y), Samarskite-(Y)",2
,,193616,"Miakanjovato Pegmatite, Anjozorobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,"Euxenite-(Y), Samarskite-(Y)",2
,,108870,"Marijao Pegmatite, Ankazobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,"Euxenite-(Y), Samarskite-(Y)",2
,,108868,"Miarinkofeno Pegmatite, Ankazobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,"Euxenite-(Y), Samarskite-(Y)",2
,,133158,"Sahamandrevo Pegmatite, Ambohimasina Commune, Betafo District, Vakinankaratra Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,"Euxenite-(Y), Samarskite-(Y)",2
